game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Denizlispor vs. Sivasspor - Saturday April 4 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;SOZGELMEZ;BAYRAK;FABIO BILICA;SYLLA;KAMANAN;DAGASAN;ERDOGAN;AYDIN;YILDIZ;TUM,1;5;27;3;8;14;24;33;7;9;54,0;0;1;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;1;0;0;0;1,0;0;0;0;0;0;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;0;0;1;0,934946
Konyaspor vs. Hacettepe Spor - Saturday April 4 - 2009,Hacettepe Spor,hard,4-5-1,BILER;SAHIN;BOZKURT;SEYHAN;SAM;ZOKO;BEKMEZCI;TOZO;GUNGOR;LIKA;TUTUNCI,14;26;5;28;67;99;20;19;6;21;84,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;1;0;0;0;1;0;0;1;0,934943
Konyaspor vs. Hacettepe Spor - Saturday April 4 - 2009,Konyaspor,hard,4-4-2,BAHADIR;GULDUREN;COGUM;KRATOCHVIL;BUYUK;BOLUKBASI;TATAN;ABDELAZIZ;HASPOLATLI;CIHAN;AKIN,61;3;8;27;30;15;5;12;20;50;10,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;1;1;1;0;0;0;0,934943
Ankaragucu vs. Kocaelispor - Sunday April 5 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;BOUZID;LUIZ HENRIQUE;BAYER;OZGUR;SERAS;BARUT;ERIS;DE NIGRIS;JABA,1;39;15;13;30;18;34;23;16;12;9,0;0;1;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;0;2;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,934950
Ankaragucu vs. Kocaelispor - Sunday April 5 - 2009,Kocaelispor,hard,4-4-2,KOPUZ;TEBER;OZDIN;SADYQOV;ROSS;HACIOGLU;NSUMBU;KARTOP;CALIK;GULLERI;AKEEM AGBETU,14;63;91;1;35;30;13;2;9;19;80,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;0;0,0;0;0;0;1;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;1;0;0;0;0,934950
Antalyaspor vs. Genclerbirligi - Sunday April 5 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CAN;AK;AYHAN;KAVUK;CEYLAN;AGCAY;OZTURK;ZITOUNI;DJIEHOUA;TITA,1;3;6;2;67;81;15;54;11;29;86,0;0;0;0;0;1;0;0;2;0;1,0;0;0;0;0;0;0;0;1;0;2,0;0;1;0;0;0;1;1;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;1;0;0;0;1;0,934947
Antalyaspor vs. Genclerbirligi - Sunday April 5 - 2009,Genclerbirligi,hard,4-4-2,ISAILOVIC;MOMHA;ADDO;AVCI;CAN;AYDOGDU;JEDINAK;TROISI;NAS;PEKTEMEK;DJITE,30;18;24;15;40;91;23;8;7;11;19,0;0;0;0;0;0;0;0;0;2;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,934947
Fenerbahce vs. Eskisehirspor - Sunday April 5 - 2009,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;EL SAKA;VUCKO;ARSLAN;OZBAYRAKTAR;TORAMAN;KAYA;BAYTAR;KARADENIZ;YOULA,1;75;4;27;51;10;23;20;61;8;11,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,0;0;0;0;0;0;1;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;1;0;0;0;0,934944
Fenerbahce vs. Eskisehirspor - Sunday April 5 - 2009,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;EDU DRACENA;TURACI;GONUL;BORAL;SAHIN;JOSICO;DEIVID;GUIZA;SENTURK,1;3;4;19;77;25;21;16;99;14;23,0;0;0;0;0;0;0;0;1;1;0,0;1;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;1;0;0;0,934944
Trabzonspor vs. Buyuksehir Belediyespor - Sunday April 5 - 2009,Buyuksehir Belediyespor,hard,4-2-3-1,ZULALOGLU;SUZEN;MARCUS VINICIUS;MARQUINHOS;KUS;TJIKUZU;INANC;AKIN;KORKMAZ;KILIC;BEBBE,14;81;22;82;2;8;6;11;88;35;20,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;0;1;1;1,934948
Trabzonspor vs. Buyuksehir Belediyespor - Sunday April 5 - 2009,Trabzonspor,easy,4-3-3,SYLVA;CALE;KORKMAZ;SONG;CORA;COLMAN;BALCI;INAN;BULUT;UNAL;YATTARA,1;3;16;4;18;20;30;8;10;9;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;0;0,934948
Gaziantepspor vs. Galatasaray - Monday April 6 - 2009,Galatasaray,easy,4-4-2,DE SANCTIS;YAMAN;BALTA;ASIK;SARIOGLU;KEWELL;AKMAN;OZBEK;TURAN;KARAN;BAROS,26;74;22;21;55;19;18;8;66;99;15,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,934951
Gaziantepspor vs. Galatasaray - Monday April 6 - 2009,Gaziantepspor,hard,4-2-3-1,SAHIN;KOYBASI;DEUMI;JULIO CESAR;IRTEGUN;BAYRAKTAR;CEYLAN;YOZGATLI;TABATA;ZURITA;BETO,1;3;12;55;4;17;5;7;10;8;25,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,934951
Kocaelispor vs. Besiktas - Friday April 10 - 2009,Besiktas,easy,4-2-3-1,RECBER;UZULMEZ;SIVOK;ZAPOTOCNY;DAG;CISSE;ERNST;TELLO;SIMSEK;ZENGIN;BOBO,1;19;6;26;17;4;28;14;29;9;13,0;0;0;1;0;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,934953
Kocaelispor vs. Besiktas - Friday April 10 - 2009,Kocaelispor,hard,4-4-2,KULBILGE;JULIO CESAR;SADYQOV;UGUR;OZDIN;HACIOGLU;NSUMBU;KARTOP;CALIK;GULLERI;AKEEM AGBETU,22;8;1;12;91;30;13;2;9;19;80,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;0;0;1;0,1;1;0;0;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,934953
Bursaspor vs. Ankaragucu - Saturday April 11 - 2009,Ankaragucu,hard,4-2-3-1,KIRINTILI;OZKAYNAK;BOUZID;LUIZ HENRIQUE;BAYER;SERAS;OZGUR;DURUER;ERIS;AKAN;JABA,1;39;15;13;30;34;18;11;16;21;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;0;1;1;1,934955
Bursaspor vs. Ankaragucu - Saturday April 11 - 2009,Bursaspor,hard,4-4-2,IVANKOV;BEKIROGLU;ERDOGAN;OZTURK;TANDOGAN;ROMASHCHENKO;SARP;KIRITA;SEN;SHIN;YILDIRIM,27;18;4;38;21;22;15;8;10;80;9,0;0;0;0;0;0;0;0;1;0;1,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;1;0,934955
Buyuksehir Belediyespor vs. Gaziantepspor - Saturday April 11 - 2009,Buyuksehir Belediyespor,hard,4-5-1,TUNC;SUZEN;MARCUS VINICIUS;MARQUINHOS;KUS;AKIN;INANC;KILIC;KORKMAZ;TJIKUZU;BEBBE,99;81;22;82;2;11;6;35;88;8;20,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,934958
Buyuksehir Belediyespor vs. Gaziantepspor - Saturday April 11 - 2009,Gaziantepspor,hard,4-5-1,SAHIN;IVAN;DEUMI;JULIO CESAR;IRTEGUN;KOYBASI;BAYRAKTAR;TABATA;CEYLAN;ARI;EDU,1;37;12;55;4;3;17;10;5;72;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;1;1,934958
Hacettepe Spor vs. Trabzonspor - Saturday April 11 - 2009,Hacettepe Spor,hard,4-4-2,BILER;SAHIN;KULUSIC;SEYHAN;SAM;KALKAN;TOZO;GUNGOR;ATAK;TUTUNCI;ZOKO,14;26;24;28;67;69;19;6;22;84;99,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;2;0;1;0;0;1;0;0;0;0,0;1;0;1;0;0;1;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,934959
Hacettepe Spor vs. Trabzonspor - Saturday April 11 - 2009,Trabzonspor,easy,4-3-3,SYLVA;CALE;KORKMAZ;KACAR;BALCI;COLMAN;CIMSIR;INAN;ALANZINHO;BULUT;YATTARA,1;3;16;23;30;20;5;8;25;10;11,0;1;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;1;0;0;2,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,934959
Sivasspor vs. Antalyaspor - Saturday April 11 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CAN;NIZAM;AYHAN;KAVUK;CEYLAN;ARSLAN;OZMERT;ZITOUNI;DJIEHOUA;TITA,1;3;90;2;67;81;58;8;11;29;86,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;2;0;0,0;0;1;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;1;0;0;1;0,934960
Sivasspor vs. Antalyaspor - Saturday April 11 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;DERELI;ERDOGAN;DAGASAN;SYLLA;BALILI;YILDIZ;TUM,1;58;27;3;61;33;24;8;17;9;54,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;1;0;0,934960
Eskisehirspor vs. Ankaraspor - Sunday April 12 - 2009,Ankaraspor,hard,4-2-3-1,KURSUNLU;GUVEN;BATAK;BAHTIYAROGLU;BARIS;GUCER;KOCAK;KISA;NECA;CAKIR;MEYE,35;44;13;5;41;50;66;19;23;11;21,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;1;0;1;0,934956
Eskisehirspor vs. Ankaraspor - Sunday April 12 - 2009,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;EL SAKA;NADAREVIC;ARSLAN;POLJAK;TORAMAN;KOCABEY;OZBAYRAKTAR;YOULA;ANDERSON,1;75;4;13;51;15;23;21;10;11;7,0;0;0;0;0;0;0;2;0;0;0,0;0;0;0;0;1;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,934956
Galatasaray vs. Fenerbahce - Sunday April 12 - 2009,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;LUGANO;TURACI;GONUL;BORAL;SAHIN;BELOZOGLU;DEIVID;GUIZA;SENTURK,1;3;2;19;77;25;21;5;99;14;23,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;1;1;0;1;2,0;0;0;0;0;0;1;1;0;1;1,0;0;1;0;0;0;0;0;0;0;1,0;0;0;0;1;0;1;0;1;0;0,934957
Galatasaray vs. Fenerbahce - Sunday April 12 - 2009,Galatasaray,easy,4-4-2,DE SANCTIS;BALTA;ASIK;TOPAL;SARIOGLU;KEWELL;OZBEK;AKMAN;TURAN;KARAN;BAROS,26;22;21;14;55;19;8;18;66;99;15,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;2;0;1;0;0;0;1;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;1;0;0;0;1;0,934957
Genclerbirligi vs. Konyaspor - Sunday April 12 - 2009,Genclerbirligi,hard,4-4-2,ISAILOVIC;MOMHA;EKER;AVCI;CAN;AYDOGDU;JEDINAK;TROISI;ASLANTAS;PEKTEMEK;KAHE,30;18;20;15;40;91;23;8;25;11;9,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,934952
Genclerbirligi vs. Konyaspor - Sunday April 12 - 2009,Konyaspor,hard,4-4-2,BAHADIR;MIHAJLOV;COGUM;KRATOCHVIL;HASPOLATLI;KOCAK;ER;ABDELAZIZ;BUYUK;CIHAN;AKIN,61;32;8;27;20;77;13;12;30;50;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,934952
Kayserispor vs. Denizlispor - Sunday April 12 - 2009,Denizlispor,hard,4-4-2,ONGUN;CARLOS ALBERTO;BIRINCI;IRINEU;BERBEROVIC;CELEP;ALADAG;DANIEL BRAGA;ASKAROGLU;ROBERTS;ANGELOV,41;3;61;77;33;14;24;72;43;11;71,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;1;0;0;0;0;0,934954
Kayserispor vs. Denizlispor - Sunday April 12 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TOSCALI;COLGECEN;OZCAL;DURAK;OZER;TOPUZ;BAHADIR;CANGELE,16;12;35;25;51;90;87;15;66;22;10,0;0;0;0;0;2;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1,0;1;0;0;0;0;0;0;0;1;0,0;1;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;1,934954
Trabzonspor vs. Genclerbirligi - Friday April 17 - 2009,Genclerbirligi,hard,4-4-2,ISAILOVIC;MOMHA;EKER;POLAT;ASLANTAS;TROISI;JEDINAK;NAS;CAN;PEKTEMEK;KAHE,30;18;20;27;25;8;23;7;40;11;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;1;0;0;0,934965
Trabzonspor vs. Genclerbirligi - Friday April 17 - 2009,Trabzonspor,easy,4-3-3,SYLVA;CALE;KORKMAZ;SONG;BALCI;COLMAN;CIMSIR;INAN;ALANZINHO;BULUT;YATTARA,1;3;16;4;30;20;5;8;25;10;11,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;2;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;1;0;0;0;0;1;1;0,934965
Ankaraspor vs. Fenerbahce - Saturday April 18 - 2009,Ankaraspor,hard,4-2-3-1,SENECKY;GUVEN;MERCIMEK;BAHTIYAROGLU;BARIS;GUCER;KOCAK;KISA;NECA;TOSUN;CAKIR,1;44;6;5;41;50;66;19;23;7;11,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,934967
Ankaraspor vs. Fenerbahce - Saturday April 18 - 2009,Fenerbahce,easy,4-4-2,BABACAN;ROBERTO CARLOS;CAKMAK;SAHIN;TURACI;BORAL;BILGIN;BELOZOGLU;KAZIM-RICHARDS;DEIVID;GUIZA,88;3;53;21;19;25;18;5;8;99;14,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,934967
Konyaspor vs. Sivasspor - Saturday April 18 - 2009,Konyaspor,hard,4-4-2,BAHADIR;AKYUZ;COGUM;KRATOCHVIL;MIHAJLOV;KOCAK;ER;ABDELAZIZ;HASPOLATLI;CIHAN;AKIN,61;14;8;27;32;77;13;12;20;50;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;1,934964
Konyaspor vs. Sivasspor - Saturday April 18 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;FABIO BILICA;SYLLA;ERDOGAN;DAGASAN;BADUR;AYDIN;YILDIZ;TUM,1;58;27;3;8;33;24;26;7;9;54,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;1;0;0,934964
Ankaragucu vs. Eskisehirspor - Sunday April 19 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;BOUZID;LUIZ HENRIQUE;SUME;OZGUR;SERAS;BARUT;JABA;YILMAZ;DE NIGRIS,1;39;15;13;3;18;34;23;9;10;12,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;1;0;0;0;1;0,0;1;0;1;0;0;1;0;0;0;0,0;1;0;1;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,934961
Ankaragucu vs. Eskisehirspor - Sunday April 19 - 2009,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;EL SAKA;NADAREVIC;ARSLAN;KOCABEY;TORAMAN;KAYA;OZBAYRAKTAR;YOULA;ANDERSON,1;75;4;13;51;21;23;20;10;11;7,0;0;1;0;0;0;0;0;0;0;1,0;0;0;0;0;2;0;0;0;0;0,0;0;2;0;0;0;1;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,934961
Antalyaspor vs. Kayserispor - Sunday April 19 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CAN;NIZAM;AYHAN;CETIN;CEYLAN;ARSLAN;AGCAY;KAVUK;DJIEHOUA;TITA,1;3;90;2;21;81;58;15;67;29;86,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;1;1;0;0;0;0;1,934969
Antalyaspor vs. Kayserispor - Sunday April 19 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TOSCALI;DURAK;OZER;COLGECEN;OZCAL;TOPUZ;AGHAHOWA;BAHADIR,16;12;35;25;87;15;51;90;66;17;22,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;1;0;0;0;2;0,0;0;0;0;1;1;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;1;0;1;0;0;0;0;0;0;1,934969
Besiktas vs. Bursaspor - Sunday April 19 - 2009,Besiktas,easy,4-4-2,RECBER;UZULMEZ;SIVOK;ZAN;TORAMAN;TELLO;ERNST;DELGADO;DAG;BOBO;HOLOSKO,1;19;6;5;58;14;28;10;17;13;23,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;2;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,934962
Besiktas vs. Bursaspor - Sunday April 19 - 2009,Bursaspor,hard,4-5-1,IVANKOV;KECELI;ERDOGAN;UZUMCU;TANDOGAN;ROMASHCHENKO;KIRITA;ACAR;SARP;SEN;SHIN,27;23;4;35;21;22;8;20;15;10;80,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;1;0;0;0,934962
Buyuksehir Belediyespor vs. Galatasaray - Sunday April 19 - 2009,Buyuksehir Belediyespor,hard,4-3-3,ZULALOGLU;SUZEN;MARCUS VINICIUS;MARQUINHOS;KUS;KORKMAZ;TJIKUZU;INANC;KILIC;BEBBE;AKIN,14;81;22;82;2;88;8;6;35;20;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,934963
Buyuksehir Belediyespor vs. Galatasaray - Sunday April 19 - 2009,Galatasaray,easy,4-5-1,DE SANCTIS;BALTA;GUNGOR;KAYA;KURTULUS;KEWELL;AKMAN;LINCOLN;TOPAL;OZBEK;BAROS,26;22;2;28;23;19;18;10;14;8;15,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;1;0;1;0;0;0;0;0;1,934963
Denizlispor vs. Kocaelispor - Sunday April 19 - 2009,Denizlispor,hard,4-4-2,ONGUN;BIRINCI;AKYILDIZ;IRINEU;BERBEROVIC;ROBERTS;DANIEL BRAGA;ASKAROGLU;BANGOURA;KINALI;ANGELOV,41;61;5;77;33;11;72;43;15;10;71,0;0;0;0;0;0;0;0;0;0;1,1;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,934968
Denizlispor vs. Kocaelispor - Sunday April 19 - 2009,Kocaelispor,hard,4-4-2,KULBILGE;JULIO CESAR;OZDIN;SADYQOV;ROSS;UGUR;NSUMBU;KARTOP;CALIK;AKEEM AGBETU;HACIOGLU,22;8;91;1;35;12;13;2;9;80;30,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;0;1;0;1,934968
Gaziantepspor vs. Hacettepe Spor - Sunday April 19 - 2009,Gaziantepspor,hard,4-2-3-1,SAHIN;KOYBASI;DEUMI;JULIO CESAR;IRTEGUN;CEYLAN;ZURITA;ADIN;TABATA;YOZGATLI;BETO,1;3;12;55;4;5;8;15;10;7;25,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,934966
Gaziantepspor vs. Hacettepe Spor - Sunday April 19 - 2009,Hacettepe Spor,hard,4-4-2,KAFKASYALI;KALKAN;KULUSIC;SEYHAN;SAM;ZOKO;BEKMEZCI;TOZO;ATAK;TUTUNCI;TAMBWE,98;69;24;28;67;99;20;19;22;84;60,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,934966
Fenerbahce vs. Ankaragucu - Saturday April 25 - 2009,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;BOUZID;LUIZ HENRIQUE;SUME;OZGUR;SERAS;BARUT;DE NIGRIS;IGLESIAS;YILMAZ,1;39;15;13;3;18;34;23;12;27;10,0;0;0;0;0;0;0;0;0;1;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,0;0;0;0;0;0;1;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,934974
Fenerbahce vs. Ankaragucu - Saturday April 25 - 2009,Fenerbahce,easy,4-4-2,BABACAN;ROBERTO CARLOS;CAKMAK;BARIS;TURACI;WEDERSON;SAHIN;BILGIN;EMRECIKSIN;DEIVID;GUIZA,88;3;53;24;19;6;21;18;20;99;14,0;0;0;0;0;0;0;0;0;1;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;0;0;0;0,934974
